,user,text,created_at,retweet_count,reply_count,like_count,quote_count
7489,Jamile,"Sdds das ofertas do ifood de comida por 0,99 sem precisar de pagamento mínimo",2022-03-31 00:21:41+00:00,0,0,0,0
7490,Luísa ✨,"Menino do ifood veio pegar pedido e perguntou se meu nome era Karina Kelvis, nunca vi na vida 😅😅😅😅",2022-03-31 00:21:29+00:00,0,0,1,0
7491,Adrianinhe,hoje eu tô tão triste algum homem feminista quer fazer reparação histórica e me dar um cupom de 200 reais no ifood?,2022-03-31 00:20:57+00:00,0,1,2,0
7492,josiaslg,"Comprando hamburguer por 7 pila, obg ifood",2022-03-31 00:20:47+00:00,0,0,0,0
7493,giovanna ✨,"tristinha querendo comer alguma coisa sem gastar muito e aí o @iFood manda a promoção de 0,99 justamente pro sanduíche que eu gosto 🥺❤️",2022-03-31 00:20:14+00:00,0,1,3,0
7494,young nv,"@curiosidadesvn Eu acredito poderia ter mais vantagens fora do clube. Ex: parceria com algum cinema local para desconto na bilheteria, desconto em alguns bares ou restaurantes. Um app de celular vibrante, com videos curtos diários estilo tiktok. Parceria com clubes sociais, ifood, zé delivery...",2022-03-31 00:20:00+00:00,0,0,1,0
7495,Marcos Cesar,"RT @jumirandazx: mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:19:42+00:00,19,0,0,0
7496,gm,"parece uma bag do Ifood
tem as cores da bandeira da Bélgica
😳 https://t.co/8WFe8cwDPC",2022-03-31 00:19:40+00:00,0,0,0,0
7497,Carolina,Restaurante cuccina de cava tentando fazer venda casada no Ifood. Absurdo!,2022-03-31 00:19:38+00:00,0,0,0,0
7498,Gabriela 🔴⚫,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:19:23+00:00,5158,0,0,0
7499,Rexhar Galiense𓆏,"Porra de Ifood que não funciona nessa cidade, só recebo cupons e várias promoções...",2022-03-31 00:19:13+00:00,1,0,0,0
7500,Eduarda,pedi sushi no Ifood e só decepção 😒,2022-03-31 00:19:01+00:00,1,0,1,0
7501,chefinha,"do nada apareceu um monte de promoção do ifood pra mim, nunca comprei tanta porcaria pra comer",2022-03-31 00:18:48+00:00,0,0,0,0
7502,anna⁷ esposa (corna) do JK,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:18:47+00:00,5158,0,0,0
7503,eme 🍁,"Todo dia no meu ifood tem tudo por 0,99 e 4,99
 aí depois eles quer bloquear minha conta",2022-03-31 00:18:24+00:00,0,0,0,0
7504,ellen.,ifood para de me mandar notificação tô quase pedindo um lanche na moral,2022-03-31 00:17:47+00:00,0,0,0,0
7505,Neymarlley 🎱,"Pedi um açaí no ifood e começou a chover forte aqui

Fiquei malzão pelo rapaz que entrega porque ele é gente fina 😭",2022-03-31 00:17:00+00:00,0,0,3,1
7506,Gabe,"o @iFood me dando quase R$70... juro, nunca imaginei vei kkkkkk https://t.co/mfI4IvnNDh",2022-03-31 00:16:52+00:00,0,1,1,0
7507,Lucas,"@Marquin_c8 Coé mn tô agoniado, quase pedindo um iFood kkk só falta o dot 🤦🏻‍♂️",2022-03-31 00:16:49+00:00,0,1,1,0
7508,Poliana.,@vvitcch @iFood E se eu quiser só 1? Kkkkkkkkkk,2022-03-31 00:16:45+00:00,0,1,0,0
7509,Daniele Lúcia Braz,Grande alegria da semana. Cupom de 20 reais pra conhecer novos restaurantes no iFood. A pizza saiu por 30 reais.,2022-03-31 00:16:42+00:00,0,0,1,0
7510,Matt Cadelinha de Kinnporsche,"@iFood por obséquio, resolva o meu problema, quero o estorno do meu dinheiro. 😡",2022-03-31 00:16:16+00:00,0,0,0,0
7511,boca de sacola,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:16:07+00:00,5158,0,0,0
7512,JackZ,"Se eu tivesse no BBB ia fazer todo dia uma publi indireta

""Humm um McDonald's cairia bem hoje""

""Evento da C&amp;A seria tudo agora em""

""Imagina chegar um iFood pra geral no almoço de hoje""",2022-03-31 00:16:06+00:00,0,1,0,0
7513,Arlon Dias,Bgd ifood pelo cupão de 10 real,2022-03-31 00:15:56+00:00,0,0,0,0
7514,Guuh Camisa 10,@shregshow @iFood vc compra 2 lanche pelo preço de 1 gabe,2022-03-31 00:15:54+00:00,0,1,0,0
7515,Belatriz,"@truelyb4d @romanflushh100 @RicardoErnands @lukas_vmsdb @Antonyfla8119 @renanmouraglobo Aceita um ifood?, nosso entregador chamado entregas pereira, esta disposto a entregar de bandeija na sua casa https://t.co/jSejMlKyZJ",2022-03-31 00:15:23+00:00,0,1,27,0
7516,leonardo amante de gatos,"Quando ligo o ifood pra rodar, essa bosta não toca, Aí vou pra casa e toca aff",2022-03-31 00:15:04+00:00,0,0,0,0
7517,carol,Não sei oq demora mais se é meu ifood ou a hora do jogo do Flamengo chegar pqp,2022-03-31 00:14:53+00:00,0,0,0,0
7518,🫠 c,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:14:40+00:00,5158,0,0,0
7519,AlexCont🌙,eai @iFood… o entregador some com meu pedido e vcs ainda não respondem o chat fica difícil 🥲,2022-03-31 00:14:31+00:00,0,1,1,0
7520,Hully Ribon,@iFood péssimo atendimento no suporte online do app. aguardo contato pra resolver meu problema.,2022-03-31 00:14:25+00:00,0,0,0,0
7521,w͓̽e͓̽s͓̽l͓̽e͓̽y͓̽,Tive um dia cansativo... Ngm pra meqndar um ifood.. meu Deus que triste essa vida,2022-03-31 00:14:23+00:00,0,1,2,0
7522,joao maluf,@camiiacruzz @iFood Pena que jamais serei sorteado https://t.co/mbooqIYgck,2022-03-31 00:14:17+00:00,0,2,1,0
7523,ruby,"Mano, a hamburgueria é tão perto do prédio onde moro que me avisaram no iFood que o motoboy já tava saindo e ele veio a pé entregar o lanche hahahaha",2022-03-31 00:14:10+00:00,0,1,0,0
7524,Ta esquecido ñ irmão🥺,@lucasaguerreiro @iFood LIXO,2022-03-31 00:14:05+00:00,0,0,0,0
7525,naclara,ate o ifood me manda mais msg q ela,2022-03-31 00:13:56+00:00,0,0,0,0
7526,Pâmela,@jungwonccat MKKKKKKKKKKKKKKK EU PEÇO PELO IFOOD QUE ODIO,2022-03-31 00:13:53+00:00,0,1,0,0
7527,gb,"Pedi um macarrão pelo iFood, tomara q seja bom🤞🏾🤞🏾",2022-03-31 00:13:51+00:00,0,0,0,0
7528,🎂mi!y. 🆘 #bensler,"fui agradecer o entregador do ifood e falei “obrigada, amor” chega, vou dormir",2022-03-31 00:13:15+00:00,0,0,1,0
7529,"Armaria, nam",#1AnoDeiFoodGrátis @iFood  bora concorrer né vai que meu bilhete é sorteado,2022-03-31 00:13:14+00:00,0,0,0,0
7530,"bibi, perigosa?","Essas promoções de 0,99 do ifood nunca tem nd de bom",2022-03-31 00:12:39+00:00,0,0,0,0
7531,n bixa pq,"O que adianta ter promo de 0,99 se o valor mínimo do restaurante é 10???? @iFood",2022-03-31 00:12:38+00:00,0,1,1,0
7532,Luiz Ribas 👅,@ColunadoFla @nacaornfloripa parece bag de entregador de ifood essa dai o andreas vai gosta muito e usa bastante,2022-03-31 00:12:19+00:00,0,0,0,0
7533,flavinho do pneu,"meudeus cadê esse cara do ifood
QUER RECEBER NÃO PORRA",2022-03-31 00:12:18+00:00,0,1,1,0
7534,𝙡𝙪𝙣𝙖 🦖 🏳️‍🌈,"Não mas essa promoção só ifood aqui, topper, heim https://t.co/mYb1q7KXnI",2022-03-31 00:12:04+00:00,0,0,2,0
7535,Alone,ifood em promo 🥳 lanchinho da noite garantido,2022-03-31 00:12:03+00:00,0,0,0,0
7536,william,Não tô com sorte nesse @iFood todos os meus pedidos atrasam,2022-03-31 00:12:02+00:00,0,0,0,0
7537,Ino 🤡,"Saudade de quando o @iFood liberava as promo, os cupons sem cometer uma infração do Código de Defesa do Consumidor, compra casada os cupons mesmo aqueles que você compra tem pedido mínimo, promo de 0,99 ou 4,99 tb, poxa @xetdoifood ajuda a gente aí pô  #ifood",2022-03-31 00:11:49+00:00,0,0,1,0
7538,Natalie com E de emocionada!,"Pedi um sushi de banana com chocolate pq tava 1 real no ifood
So queria dizer quem inventou isso já desistiu da vida faz tempo",2022-03-31 00:11:11+00:00,0,1,4,0
7539,venus 🌸,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:10:43+00:00,5158,0,0,0
7540,nat 🌑🤎,#1AnoDeiFoodGrátis sonhar sonhar subir subir 🙌🏻🙌🏻🙌🏻 @iFood,2022-03-31 00:10:42+00:00,0,0,1,0
7541,W.L ✨,Olha o ifood tá cada dia pior,2022-03-31 00:10:34+00:00,0,0,0,0
7542,Diana Sales 🌼,Me contrate nem se for por dó @iFood 🥺,2022-03-31 00:10:07+00:00,0,0,0,0
7543,giúlia,"Queria emagrecer mas o ifood me faz uma promoção que levei 88 esfihas por 22 reais e a namorada ainda por cima me da isso, o criador e testemunha que eu tentei... https://t.co/XJojtlEVgC",2022-03-31 00:09:46+00:00,0,0,1,0
7544,paloma 🤍,"Galera, seguinte, valorizo meu $, e sei que nada tá fácil. Deem rt até chegar ao destinatário. Recebi uma sacola a mais na minha entrega de mercado do ifood. A sacola está no nome de Gabrielle Scapin, mora no Residencial Trindade, aqui no Rosário. https://t.co/jjVjUJRn0I",2022-03-31 00:09:44+00:00,0,0,0,2
7545,Douglas (48-29),ifood caiu do nada de novo ou o problema foi só no meu pedido?,2022-03-31 00:09:35+00:00,0,0,0,0
7546,FB 🌹,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:09:33+00:00,5158,0,0,0
7547,Ultra Theus,"Só deus sabe o quando eu já me cadastrei nas vagas do ifood, os recrutadores já devem está enjoados de me ver lá",2022-03-31 00:09:27+00:00,0,1,1,0
7548,poly,Sair do trabalho liguei o app do ifood se tocar é bingo 💪💸,2022-03-31 00:09:15+00:00,0,0,0,0
7549,Antonio Leonildo,Toda vez q vou comer fico nervosa comedo de vomitar 😞😞😞 ontem pedi uma comida pelo iFood gastei 35 conto pra depôs vomitar,2022-03-31 00:08:59+00:00,0,0,1,0
7550,mariana | KENOBI,"Eu tô com fome e não consigo achar nada de interessante no Ifood, que raiva",2022-03-31 00:08:55+00:00,0,0,0,0
7551,Descansando a imagem🧜🏽‍♀️,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:08:53+00:00,5158,0,0,0
7552,Jorge Reyes,Comprei um pastel e um guaraná de aniversário pra @ugabuga_uga e junto vai chegar uma coisa que quando olhei no iFood fiquei ?????????,2022-03-31 00:08:47+00:00,0,1,1,0
7553,maria⁴⁴ 🏁,"ifood da uns desconto p zoto que o lanche sai de graça, eu nunca ganho esses cupom",2022-03-31 00:08:41+00:00,0,0,1,0
7554,dj valen,"@RyoRPG Nessa parte é só uma citação, mas sei que no final de Haikyuu se passa no Rio e deve só mostrar a parte do vôlei e do Hinata sendo entregador do Ifood",2022-03-31 00:08:21+00:00,0,1,0,0
7555,Ka 🌸,eu odeio o ifood saudades do meu mano falecido uber eats😔,2022-03-31 00:08:12+00:00,0,0,1,0
7556,clarah,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

https://t.co/I7yBzpzHvw",2022-03-31 00:08:11+00:00,0,0,0,0
7557,joão,"Ifood 0,99, já pedi um hambúrguer, uma coxinha, um açaí, japonês e pastel.",2022-03-31 00:06:17+00:00,0,0,0,0
7558,_lara🔥🇦🇹,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:06:10+00:00,5158,0,0,0
7559,b,ultimamente só recebo notificação do ifood e de grupo do zap,2022-03-31 00:06:02+00:00,0,0,3,0
7560,ᄂΛЯIƧƧΛ,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:05:48+00:00,5158,0,0,0
7561,KaiqueLove❤️,"Tenho que parar de gastar atoa,mais qualquer vontadinha de comer doce já to no ifood 🤦🏿‍♂️",2022-03-31 00:04:50+00:00,0,0,1,0
7562,Tapuia 🇵🇸,@vaichatafala85 Por essas e outras que toda hora que eu penso em baixá o tinder traveiz eu abro o iFood,2022-03-31 00:04:39+00:00,0,0,1,0
7563,susu 🐈,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:04:34+00:00,5158,0,0,0
7564,Paula Cinini,"@DanielaAF Dani, se vc curte um yakisoba pede no Golden Plaza, fica ai na zona sul e tem no ifood, preço ótimo! Eu amava quando morava por ai.",2022-03-31 00:04:07+00:00,0,1,0,0
7565,Thiago,Ano que vem vou entrar e errar o nome da iFood aguardem https://t.co/1oOpkCdiZ5,2022-03-31 00:04:02+00:00,0,0,0,0
7566,Ilton Prado,"Alívio quando vemos Andreas Ifood, Diego, Renê, Léo Pereira, Isla, Diego Alves... tudo no banco!! O @RockyFLA solta foguete kkkkk https://t.co/kZHVx7JVIY",2022-03-31 00:03:20+00:00,0,1,2,0
7567,garota aluminer,@McDonalds_BR fiz um pedido e faltou um hambúrguer e ninguém responde no chat do @iFood !!!!!,2022-03-31 00:03:14+00:00,0,0,0,0
7568,malu🍄,ifood é mto falso cara bota promo de 1 real mas o pedido mínimo de tudo é 40 reais,2022-03-31 00:02:58+00:00,0,1,5,0
7569,sanx 🏴,"nuss pedi uma vez no ifood e era literalmente só feijão com cenoura e abobrinha kkkkk não tinha um tempero difere… — kkkkkkkkkkkkkk antes isso do que enfiarem uma ""orelha de porco vegana"" no meio https://t.co/uZHnkq8Tnh",2022-03-31 00:02:55+00:00,0,0,0,0
7570,aila,"pedi salgado pelo ifood, vamos ver se é bom",2022-03-31 00:02:53+00:00,0,0,1,0
7571,bibi,"RT @jumirandazx: mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:02:37+00:00,19,0,0,0
7572,mimic,~eles me deram promo de cashback se eu comprasde crediro do ifood recebeia din de volta 😅,2022-03-31 00:02:34+00:00,0,0,0,0
7573,Miriã Lima,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:02:30+00:00,5158,0,0,0
7574,𝒂𝒏𝒊𝒏𝒉𝒂.✨,@faelyy3 se manca q o iFood entrega aq,2022-03-31 00:02:22+00:00,0,0,0,0
7575,Trindadesam!,Vai gastar 60milhões no Andreas IFOOD. E NÃO tem substituto para o Craque ARRASCAETA. Ta ai os fracassos dessa Diretoria. https://t.co/NURLhfY8F8,2022-03-31 00:02:10+00:00,0,0,0,0
7576,Ruy Francisco,"Uber, 99, Rappi e iFood têm notas pífias em avaliação sobre trabalho decente no Brasil (via @Pocket)
https://t.co/bV3x1fOo7t",2022-03-31 00:01:53+00:00,0,0,0,0
7577,acca;ᗢ | 📖: É assim que acaba,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:01:47+00:00,5158,0,0,0
7578,aeropalio para o meu fólio,Pora Ifood atrasadão,2022-03-31 00:01:26+00:00,0,0,0,0
7579,dançando com o taehyung,eu ficaria um ano sem reclamar de nada e economizando mt se eu ganhasse essa promoção do ifood eu to c tanto bilhete,2022-03-31 00:01:20+00:00,0,0,0,0
7580,𝔍𝔢𝔰𝔰𝔦𝔠𝔞,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:01:12+00:00,5158,0,0,0
7581,Bia Portela,o erro do trabalhador brasileiro é achar que pode pedir um iFood toda vez que está cansado ou estressado. pq no final do mês vc vê que é praticamente todos os dias da semana kkk🥲,2022-03-31 00:00:49+00:00,1,0,5,0
7582,Diogo Persilva,"Na minha aventura no ifood de hoje eu me empolguei com o cupom e com a promo de ganhar 4 numeros da sorte e fiz, sem perceber, um pedido que a previsão de entrega é de 120-130 min 🙃🙃🙃",2022-03-31 00:00:27+00:00,0,0,3,0
7583,"pagodeira,tá?","RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 00:00:22+00:00,5158,0,0,0
7584,lalau,@mdudhaa sim po kkkk eu deixo de pedir ifood p mim p ela pedir p ela com meu dinheiro 🤡,2022-03-31 00:00:20+00:00,0,0,0,0
7585,Sarta,@Julio_http manda um ifood pro amigo q mora em santos rs,2022-03-30 23:59:53+00:00,0,0,1,0
7586,tete tri da américa,"RT @jumirandazx: mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:59:51+00:00,19,0,0,0
7587,Brites✨,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:59:41+00:00,5158,0,0,0
7588,Mylena,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:59:40+00:00,5158,0,0,0
7589,Miim 🤪,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:59:34+00:00,5158,0,0,0
7590,Celu - Lose,"Aceitei um subway q ja tava meio feito pq cancelaram o pedido do ifood, achei q tava arrasando, veio com picle e tudo que há de ruim (comi)",2022-03-30 23:59:07+00:00,0,0,0,0
7591,sibelão do julião,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:59:06+00:00,5158,0,0,0
7592,adulto Bruno,"É alguma perseguição, primeiro o @nubank com pix fora do ar, aí fui tentar com o @santander_br e diz que a função tbm ta fora do ar.. TA MALUCO? preciso pagar o @iFood que já tão chegando.",2022-03-30 23:58:54+00:00,0,0,0,0
7593,Doguinho fofo,"@meirysilva2, ei, tenho um cupom do @ifood de R$ 15 de desconto para sua primeira compra: 𝗡𝗟𝗪𝗔𝟭𝗤𝗕𝗩𝗝𝗫

Espero que ajude você! 😋",2022-03-30 23:58:29+00:00,0,0,0,0
7594,QUEM É ESSE ROCAMBOLEY,E se eu apagasse todas as redes sociais e resumisse minhas interações sociais aos boa noite que eu dou pros motoboys do ifood q vem me entregar comida ?,2022-03-30 23:58:17+00:00,0,1,8,0
7595,carol,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:58:11+00:00,5158,0,0,0
7596,iagod,Quase saí na mão com o motoboy do ifood me tirando p louco agora,2022-03-30 23:58:10+00:00,0,0,0,0
7597,Méqui no #BBB22 🍔,"@MarianaBelki @iFood Mariana, conta pra gente na DM o que aconteceu? Vamos te ajudar.",2022-03-30 23:58:04+00:00,0,0,0,0
7598,MANO K,"@RomanciniIsis tá 0,99 no ifood e falo sério",2022-03-30 23:57:48+00:00,0,1,0,0
7599,Caio Augusto,Impressionante como o iFood se adaptou ao “tô com preguiça de ir na farmácia”: até o balcãozinho de itens que você nem precisa mas acaba levando mesmo assim agora está presente lá https://t.co/ZJQgd1L65A,2022-03-30 23:57:45+00:00,1,6,38,0
7600,Jo March,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:57:44+00:00,5158,0,0,0
7601,Leumas Mercado Online,"Pizza Portuguesa - Pequena - 4° Fatias - 25cm 
Pizza Portuguesa, molho especial, mussarela, presunto, calabresa, cebola, tomate, pimentão, ovo, azeitona e orégano.
-
Realize seu pedido através Ifood ou 99 Food – link abaixo:
https://t.co/GGpED70fzh

#leumas #ifood #99food https://t.co/TunJBhzB5x",2022-03-30 23:57:41+00:00,0,0,0,0
7602,ursinho fofo,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

https://t.co/ORqSO8x4o6",2022-03-30 23:57:40+00:00,0,0,0,0
7603,Marcello Silva,RT @isamayou: deus pfv me da um emprego logo nao aguento mais esperar mds pfvzinho eu te peço com carinho eu quero tanto um empreguinho che…,2022-03-30 23:57:16+00:00,1,0,0,0
7604,Aline Lima,"@TataRaawr No Ifood tá com promoção, vários lanchinhos",2022-03-30 23:57:09+00:00,0,1,0,0
7605,caio,"Pedi uma jantinha no ifood e chegou em exatos 15 minutos, recorde absoluto, se tá bom eu n sei",2022-03-30 23:57:08+00:00,0,0,2,0
7606,mileninha 😼,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:57:07+00:00,5158,0,0,0
7607,Agatha christie,"Porra tô puta o ifood não aceita meu endereço , que isso papai 🤦🏻‍♀️ 
Só queria a promoção do rota",2022-03-30 23:56:40+00:00,0,0,0,0
7608,xxxx 🏳️‍🌈,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:56:31+00:00,5158,0,0,0
7609,milwna ☕,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:56:23+00:00,5158,0,0,0
7610,⚽ 🆃🅸🅾 🆂🅿🅴🅴🅳🆈,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

Patrocina nois @iFood

https://t.co/RLz4PIKLXQ",2022-03-30 23:56:22+00:00,0,0,2,0
7611,Matheus Oliveira,"Ufa, o funcionário do Ifood vai começar no banco https://t.co/qgNAEin6W2",2022-03-30 23:56:22+00:00,0,0,1,0
7612,Je Playmobil,"Fui usar aquele áudio no TikTok que eles falam “use e sua alma gêmea vai te mandar uma mensagem”

IFood: seu pedido está a caminho",2022-03-30 23:56:19+00:00,0,0,1,0
7613,Gui Golfetto,"Tem umas conta do clube iFood que se você fizer no papel, tu está sendo feito de troxa.

Cupom de 10 reais (somente pra pedido de coca) 
A coca (LATA) 8 reais 
A taxa de entrega: 17 reais.

🤡",2022-03-30 23:56:17+00:00,0,0,1,0
7614,LA GRAND PRÊTRESSE TAROT🕯️,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:56:02+00:00,5158,0,0,0
7615,LEIAN - eunuco de faraó,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

https://t.co/yOSfhsf7sh",2022-03-30 23:55:55+00:00,0,0,0,0
7616,LIA 🍒 || 📖: teto para dois,"fiz um bolo de cenoura com cobertura de chocolate e agora vou pedir um hotdog no ifood. eu trabalho pra isso,, pra gastar todo meu dinheiro com comida.",2022-03-30 23:55:53+00:00,0,0,0,0
7617,Jaque,"Hambúrguer da Área X no cardapio do do insta é 17 conto + 5 conto da entrega 

Hambúrguer da Área X no Ifood, entrega grátis, valor do hambúrguer 25 conto 

KKKKKKKKKKKKKKKKKKK vai roubar cego",2022-03-30 23:55:16+00:00,0,0,1,0
7618,Biscoito 🍪,@medeiroos99 A diferença é que no ifood tu tem certeza que vai come #faleitoleve,2022-03-30 23:55:09+00:00,0,0,1,0
7619,Nakelly,"E achei no iFood por 0,99 🤩",2022-03-30 23:55:01+00:00,0,0,0,0
7620,drtakassi,"Quer uma comida diferente? Pede o Rappi / Ifood. Quer um filme? Netflix! Quer notícias do mundo? Está aí na sua mão. Toda essa velocidade é um grande estímulo pra seu cérebro, uma bomb4 de dopamina.",2022-03-30 23:54:47+00:00,0,0,0,0
7621,Moura,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:54:47+00:00,5158,0,0,0
7622,Luana Moraes ❤️‍🔥,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:54:33+00:00,5158,0,0,0
7623,Lê,Esperando o @iFood me entregar a minha  jantinha...,2022-03-30 23:54:28+00:00,0,0,0,0
7624,Steph 🦢,"RT @KimJoaoUn: E a Prefeitura do Rio que vai lançar um ""iFood estatal""? Espero que dê certo, o setor funciona melhor com concorrência e, co…",2022-03-30 23:54:20+00:00,2158,0,0,0
7625,ana,@adamy031 Duvido que cê tá pior que eu nisso… duvidoooo!! Eu desinstalei meu ifood hoje no almoço,2022-03-30 23:54:15+00:00,0,1,0,0
7626,Jorge Reyes,@iFood tem o pior serviço de suporte para seus usuários parceiros. Tenho meses sem poder ingressar na minha conta digital e nenhum canal de atendimento tem conseguido me resolver. Alguêm sabe se é possível procesa-los? Preciso usar MEU DINHEIRO.,2022-03-30 23:53:56+00:00,0,0,0,1
7627,𝔎𝔞𝔯𝔦𝔫𝔞 💥,Pedi um McLanche Feliz no ifood .. DO NADA .. só porque me deu vontade mesmo!,2022-03-30 23:53:42+00:00,0,0,0,0
7628,Giovanna 🦋,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:53:36+00:00,5158,0,0,0
7629,maria,"primeiro deixei o frango queimar, agora a parte que consegui salvar deu formiga, ah mano sério é melhor viver de ifood",2022-03-30 23:53:35+00:00,0,2,0,0
7630,Augustefanyac,"RT @jumirandazx: mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-30 23:53:33+00:00,19,0,0,0
7631,ac;ᶜʳᶠ,"@Flamengo @Cariocao o ifood não foi escalado, VAMOOOOO",2022-03-30 23:53:31+00:00,0,0,0,0
7632,DINO'S BURGUER,O MELHOR HAMBURGER ARTESANAL DE CARUARU E NO DINO'S BURGUER PEÇA JÁ O SEU PELO IFOOD E CONFIRA NOSSAS PROMOÇÕES https://t.co/50blMANdUR,2022-03-30 23:53:08+00:00,0,0,0,0
7633,abelha subversiva,nossa que delícia simplesmente DESCANSAR. na paz da minha cama. não pensar em nd q eu tenho pra faze. so ficar no completo e absoluto ócio demorando 20 horas pra escolher algo no ifood depois assistir tiktok à noite toda!!!!!!!!! bom demais!!!!!!!!!!!!!!,2022-03-30 23:53:03+00:00,0,0,4,0
7634,maaay😄😜🤘🙌🐕🦋🍀🍃,@iFood KKKKK  UNIÃO TEAM AGUIAR,2022-03-30 23:52:28+00:00,0,0,0,0
7635,milk (o mais pika desse site) (36/180),"@zhonguii Não pô, eu trabalho em um bglh do ifood e vi q um Guilherme pediu comida, vai q era vc",2022-03-30 23:52:23+00:00,0,1,0,0
7636,drop,Vai tomar no cu @iFood,2022-03-30 23:52:15+00:00,0,0,0,0
