,tweet_id,Usuário,Publicação,Data,Compartilhamentos,Comentários,Likes,Citações,Sentimento
7252,1545012453087580163,Doazin,@kauanexavier tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-07 11:50:48+00:00,0,0,0,0,neg
7253,1545012267451908102,lil' C,@bia_salzani tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-07 11:50:04+00:00,0,0,0,0,neg
7254,1545012102921965568,joyce,cupom de desconto cornershop by uber faça suas compras de mercado sem sair de casa com as primeiras entregas grátis! se cadastre pelo nosso link e aproveite os descontos exclusivos! https t co xilq vvc #uber #ubereats #ifood #mercado #rappi https t co wlmubtjqf,2022-07-07 11:49:24+00:00,0,0,0,0,pos
7256,1545011870565670912,iari in the box🃏,@crylukas vem me comer e já pedimos um ifood,2022-07-07 11:48:29+00:00,0,0,0,0,pos
7261,1545010433131745282,digital sem influência.,comprou droga no ifood e acha q o problema tá no brasil foda 😓 https t co jka lgps z,2022-07-07 11:42:46+00:00,11,4,278,1,pos
7262,1545010274352209921,Larissa Lima,mercado com altas promô no @ifood,2022-07-07 11:42:08+00:00,0,2,0,0,pos
7264,1545009779470438400,patricinha da esquerda,@samiabomfim samia bonfim você não sabe o que é a realidade porque sua realidade é o mcdonuts que você come todo dia o motoqueiro do ifood tá até fazendo acrobacias nas rampas de brasília de tanta felicidade abraços mestre @l n,2022-07-07 11:40:10+00:00,0,0,0,0,pos
7266,1545009461370273792,psi do postinho 🏘,@proerdfumante @oi_wakeau @matagaaaaaa @li_cerq continuo comprando via ifood pq o suporte sempre funciona,2022-07-07 11:38:55+00:00,0,0,0,0,pos
7268,1545008876034183172,kid named finger,"rt @jb_flabrasil @serrahenrique e vou falar baixinho para não me xingarem ""foi só o ifood sair que o time decolou"" poucos estarão prepar…",2022-07-07 11:36:35+00:00,1,0,0,0,neg
7270,1545007705491996672,vini水.dev,@qualfoidiego irmão comecei a quitar todas as dívidas parei de sair parei de comprar parei ifood estava no básico,2022-07-07 11:31:56+00:00,0,1,1,0,neg
7271,1545003708349571075,Gio,cansada desse looping eterno em querer morrer e qual comida pedirei no ifood que vida de merda,2022-07-07 11:16:03+00:00,0,1,1,0,neg
7272,1545003443722588161,N I C K,ontem eu fiz um pedido no @ifood e nao me entregaram o pedidooo ela tá constando que me entregaram a merda do pedido entrei em contato com eles e nem me responderam devolve meu dinheiro @ifood pelo amor de deus,2022-07-07 11:15:00+00:00,0,0,1,0,neg
7273,1545003178906853377,Rodrigo Carelli,tendo eu mesma que pedir meu café da manhã pelo ifood hoje que absurdo,2022-07-07 11:13:57+00:00,0,0,1,0,neg
7274,1545002826522312705,gabie,a bixa fica se passando por mim no ifood 🤣🤣 https t co sjhvvnxsey,2022-07-07 11:12:33+00:00,0,0,1,0,pos
7275,1545002498930479105,Ruad,pedi pra pessoa me mandar uma mensagem anonimamente e com certeza ela trocou os aplicativos só pode ter confundido com avaliação do pedido no ifood é a explicação que me vem https t co wwbfdfra c,2022-07-07 11:11:15+00:00,0,2,7,0,pos
7276,1545002177986727937,De frente com Gabi,@volupiaspv acho que ela tem alguma loja no ifood e perderia um cliente kkkkk,2022-07-07 11:09:58+00:00,0,1,0,0,pos
7277,1545001978857660416,Nicoly,acabou o arroz aqui em casa minha mãe mandou eu ir no mercado comprar o que fiz? pedi no ifood 🚀,2022-07-07 11:09:11+00:00,0,0,0,0,pos
7278,1545001704445411328,manu chato,rt @bh_vinny @nayrizinho_ mano isso e mo perigoso vc rasga os boletos dps q paga? da pra pegar seu nome uns dados importantes com isso se…,2022-07-07 11:08:05+00:00,1,0,0,0,pos
7279,1545001697562476544,deco,@nayrizinho_ mano isso e mo perigoso vc rasga os boletos dps q paga? da pra pegar seu nome uns dados importantes com isso sempre rasgue o boleto dps de pagar rasga notinha do ifood tb,2022-07-07 11:08:04+00:00,1,1,1,0,pos
7280,1545001617207861250,⚪ ᴇʀɪᴄᴋ,@ifood @cogumelozito e meu problema vcs vão resolver quando,2022-07-07 11:07:44+00:00,0,0,0,0,pos
7281,1545000550282006528,GeminiAnja,"@pedromilanie @gabriels @henriquevtm @eixopolitico política econômica boa é da população ""empregada"" bico virou emprego em uber ifood etc sem vínculo trabalhista sem direitos sem poder adoecer sem poder ter filhos e sem aposentar",2022-07-07 11:03:30+00:00,0,1,1,0,pos
7282,1545000132172828674,Jimmy⚡🤖,deliveroo equivalente à ifood na frança foi condenada pela corte de apelações de paris a além de reconhecer vínculo empregatício com entregador pagar indenização por assédio moral por cobranças e nudges excessivos ao trabalhador https t co pxoxb sbdd,2022-07-07 11:01:50+00:00,1,0,6,0,pos
7283,1544998127060516864,JR-FLA FALTAM 24 PTS - ST OFF RIO🇧🇷ᶜʳᶠ,meu namorado pediu um ifood esses dias e aconteceu exatamente isso kkkkkkkkk https t co cnjce m mr,2022-07-07 10:53:52+00:00,0,0,1,0,pos
7284,1544998073616695297,Sérgio GAMA,@thuannyms nem que seja pelo ifood rs 😆 mas seu desejo seria concretizado,2022-07-07 10:53:40+00:00,0,1,0,0,pos
7285,1544996324495556610,leozin,nunca mais reclamo do preço de ifood em floripa nunca vi nada tão caro quanto curitiba pqp,2022-07-07 10:46:43+00:00,0,1,1,0,pos
7287,1544996088876244993,Izzy🦊|VENDA BTS NO📌,k de uber e ifood tá fda pra td mundo,2022-07-07 10:45:46+00:00,0,0,0,0,pos
7288,1544995694150385664,Loja Cacau Show Guarulhos Centro II,@erickbritto @ifood mozi eu como isso aí,2022-07-07 10:44:12+00:00,0,1,0,0,neg
7289,1544995558212902914,luloka⁷ ama o bts,@decossauroo @ifood não sei onde vou enfiar tanta comida mas estragar não vou,2022-07-07 10:43:40+00:00,0,2,1,0,neg
7290,1544995030489858048,Dag 🇧🇷 ✪🚩💉,o itaú acaba comigo aumentando meu limite do nada kkkkkk nem quero gasta mas já tô no ifood 🤦🏻‍♀️,2022-07-07 10:41:34+00:00,0,0,0,0,neg
7291,1544989671486373888,gatinha manca,quero isso pra virar entregador do ifood https t co cjmt tbwoe,2022-07-07 10:20:16+00:00,0,0,2,0,pos
7292,1544988845950771200,Ⓜ️ayra,"@serrahenrique e vou falar baixinho para não me xingarem ""foi só o ifood sair que o time decolou"" poucos estarão preparados para esse tipo de conversa poucos",2022-07-07 10:17:00+00:00,1,0,2,1,neg
7293,1544986166306430976,saky ♡ Keisuke baji,@erickbritto @ifood eu não ganho um desses,2022-07-07 10:06:21+00:00,0,1,0,0,pos
7294,1544985060738301952,Noctua,alguém sabe pra que serve a avaliação do #ifood nunca tive resposta de minhas reclamações!! ah! sei a resposta! pra dizer que tem! https t co xwltmmx d,2022-07-07 10:01:57+00:00,0,2,1,0,pos
7295,1544983842162892801,Gigi ‼,@shaidar_ nunca recebi ifood em portugal estamos de olho sara,2022-07-07 09:57:07+00:00,0,2,0,0,pos
7296,1544981951077031937,Ravena,@carlosbolsonaro @jairbolsonaro @ifood tem um cara procurando emprego e ele adora um passeio de moto!,2022-07-07 09:49:36+00:00,0,0,0,0,pos
7297,1544979320774565889,Luis Antônio,é assim que se dá desconto @ifood obrigado pelo mimo 🥰 https t co gx dhmmm h,2022-07-07 09:39:09+00:00,0,3,10,0,pos
7299,1544978270499835906,Alexandre Zaleski,"o tablete lacreme mezzo é a união perfeita entre os irresistíveis chocolates ao leite e branco perfeito para presentear quem você gosta! 😘🎁 acesse o ifood na opção ""busca"" digite cacau show chocolates centro ii e realize seu pedido 😋 #cacaushow #cacaushowguarulhoscentroii https t co a brejh by",2022-07-07 09:34:58+00:00,0,0,1,0,pos
7300,1544976227949232133,Fabio1964_AÇO_SELVA,comprei uma comida ontem veio faltando um refri mas o ifood me devolveu o valor todo oxe ???? kkkkk,2022-07-07 09:26:51+00:00,0,1,0,0,neg
7301,1544975250110222336,MORENA🦋,@ttthiajo @alexc @ajudemdanilo @paulochuchusbc @folha manipulando os dados do caged fica fácil né? do governo bolsonaro em diante se você faz bico se tá em trabalho temporário ou se tá nessas porcarias de sub emprego de uber e ifood você é considerado trabalhador empregado https t co lva un cw,2022-07-07 09:22:58+00:00,0,0,0,1,neg
7305,1544966199414513667,Guilherme Caetano,antônio aqui do meu lado puxando o ronco e sonhando alto algo sobre pedidos agora não sei se ele tá sonhando com trabalho ou ifood,2022-07-07 08:47:00+00:00,0,0,1,0,pos
7307,1544961425881300995,Solteiro por opção dela,@alexc @ajudemdanilo @paulochuchusbc @folha e você é o que? do departamento de controle de natalidade? o babaca do seu mito tem e quem sustenta é a gente e trabalhar todo mundo quer cadê os empregos? ou é um país que todo mundo vai ser uber e entregador do ifood? você é culpado por essa desgraça vota no mito aí bocó!,2022-07-07 08:28:02+00:00,0,1,0,0,neg
7308,1544956953373593600,bolinho,🏷cupom rappi comeguriaprime quer entregas grátis e ilimitadas ?com o cupom comeguriaprime vocês ganham rappi prime basic por um mês! *pode cancelar antes de completar mês! #rappi #delivery #cupom #desconto #ifood #uber #janta #rockinrio https t co ool uemgqq yhg j f aa,2022-07-07 08:10:16+00:00,0,0,0,0,pos
7309,1544954751351136258,Carol Leonor,rt @meumasso prévia da sessão com o novinho gostoso entregador do ifood 🔥😈 https t co sariuam,2022-07-07 08:01:31+00:00,89,0,0,0,pos
7312,1544926176501809158,power guido,vai se fuder ifood filho da puta,2022-07-07 06:07:58+00:00,0,1,0,0,pos
7313,1544924251920207873,mister lomba lomba,@ocolunista_ @evyrigueira @traumann @gduvivier @alvaroborba @claysonfelizola @henrybugalho @heldermaldonado ta vendo como ate vcs sabem que só se resume a falar mal? manda um ifood pro alvaro q ele te salvou lindo dessa,2022-07-07 06:00:19+00:00,0,0,0,0,neg
7314,1544923015527518209,Quero minha sala de cirurgia INTOCÁVEL,morrendo de fome e nada no ifood 🤡,2022-07-07 05:55:24+00:00,0,0,2,0,neg
7315,1544922650954416128,Hagi Almeida,não tô pedindo ifood as da manhã não né? sim estou!,2022-07-07 05:53:57+00:00,0,1,7,0,pos
7316,1544920826176225286,Di Maria,esse horário é triste nada no ifood 😢,2022-07-07 05:46:42+00:00,0,0,0,0,pos
7317,1544920736816586752,patroa falando,enquanto isso queriam me mandar um ifood oh céus por que não aceitei??,2022-07-07 05:46:21+00:00,0,0,0,0,neg
7318,1544916223200223233,Winty,@batatacaxi tem mas no ifood no meu bairro que é um centro da comunidade japonesa n tem muito 🤡 aqui é mais uma parte da comunidade japonesa mais idosa aí tem mais loja de ingredientes etc,2022-07-07 05:28:25+00:00,0,1,0,0,pos
7319,1544916217693196288,ؘ,cara que ódio do ifood,2022-07-07 05:28:24+00:00,0,0,2,0,pos
7320,1544914877537566722,Luquinhas boca de mel 🍯,consigo nem pedir um ifood,2022-07-07 05:23:04+00:00,0,0,0,0,pos
7321,1544913717082685441,Fernando.,@batatacaxi queria um bubblekill mas todos os q tem no ifood abrem a cada meses e cobram reais ou mais de taxa de entrega e deixam os produtos no dobro do preço 🤡,2022-07-07 05:18:27+00:00,0,2,0,0,pos
7322,1544912629327695872,manoela,"@saltyarroba @lybrjack ""direita sem ser bolsonarista olha os problemas de forma pragmática então os direitistas concordam que se tem gente morrendo de fome ou trabalhando horas por dia pra sustentar uber ifood e banco temos que tomar o que é deles?",2022-07-07 05:14:08+00:00,0,2,0,0,neg
7323,1544911436392157186,☁ vivi,@jhonninhalopes brincando mo lila dogs acho q tá aberto e é uma delícia entrega rápidao juro tem no ifood,2022-07-07 05:09:24+00:00,0,0,0,0,pos
7325,1544908225547538432,Café & Canela ☕️,@kerolin_ tem uma plataforma chamada ifood n sei se conhece? bem legal la,2022-07-07 04:56:38+00:00,0,1,0,0,pos
7326,1544908033918226432,vitória | rt no fix 📌,@pzankely @neggata aí que tá miga eu só como minha comida kkkkkk e tbm quase n como fora se eu gastar em ifood daí vai lá nas alturas o valor,2022-07-07 04:55:52+00:00,0,0,1,0,pos
7330,1544906043741937666,O Degustador,@lilianelewis tipo as promoções do ifood,2022-07-07 04:47:58+00:00,0,0,1,0,pos
7333,1544905455239016448,dia está de férias 🍂 | 📖: 5,rt @silmariobritto o ifood é uma das empresas mais mercenárias que existe já não basta ficar com de cada pedido dos restaurantes e co…,2022-07-07 04:45:38+00:00,6,0,0,0,pos
7336,1544904509687726080,Jaine Marques,@sthguerra @neggata talvez eu coma pouco mas to gastanto uns e sempre compro umas besteiras umas bolachas não gasto muito em carne pq compro aquelas bandejinhas mais baratas fáceis de descongelar produto de limpeza tb dura muito pq minha casa é um ovinho mas as vezes eu peço um ifood e tal,2022-07-07 04:41:52+00:00,0,1,1,0,neg
7337,1544904271711375363,lelê,@proerdfumante @matagaaaaaa @li_cerq @nathymarquessss tô rindo muito c esses relatos do ifood kkkk,2022-07-07 04:40:55+00:00,0,0,0,0,pos
7338,1544903997026353154,dylan lenivy's bf,eu ouvindo o podcast da mulher da casa abandonada super concentrada e toca o interfone tomei um susto imenso mas é só o ifood kkkkk,2022-07-07 04:39:50+00:00,0,0,0,0,pos
7340,1544903801613737984,Lua,@renattolopess @proerdfumante @matagaaaaaa @li_cerq rola sim o ifood devolve o dinheiro do cliente e a conta do entregador fica bloqueada por mau uso,2022-07-07 04:39:03+00:00,0,0,1,0,pos
7341,1544903269809623233,RaimbowDranzer,@li_cerq já trabalhei com ifood e matei diversos motoboys pra justificar o atraso kkkkkkkkkkkkkkkkkkkkk,2022-07-07 04:36:57+00:00,0,0,0,0,neg
7342,1544901266178023425,lu,@paiivaamanda o ifood já chega rlx xd,2022-07-07 04:28:59+00:00,0,0,1,0,pos
7344,1544900205409193984,Rodolfo! 🚵🏋🏽‍♀️⚽💻,odeio quando peço algo no ifood e não dá pra rastrear a entrega 🤬,2022-07-07 04:24:46+00:00,0,0,0,0,neg
7345,1544900140271542273,rosalia,@paolasdaniel samia está sofrendo de abstinência de @ifood,2022-07-07 04:24:30+00:00,0,0,1,0,pos
7346,1544900042619756544,Ma$ter Ricardo 🇧🇷🇬🇧,eu mandei o ifood pro lugar errado 🍁,2022-07-07 04:24:07+00:00,0,0,0,0,neg
7347,1544899692085104642,𓆩 𓆪,hora boa pra um ifood 👀👀👀,2022-07-07 04:22:44+00:00,1,0,1,0,pos
7348,1544899679443456001,b,— o aplicativo consiste basicamente em responder algumas pesquisas e ganhar pontos por isso esse pontos quando acumulados podem ser trocados por vales presentes de inúmeras lojas como a própria americanas e submarino dinheiro no paypal crédito no ifood spotify e etc https t co dvzfs yjj,2022-07-07 04:22:41+00:00,0,1,8,0,pos
7349,1544899655405903872,killian. 🌙,minha terapia com certeza e pedir um ifood,2022-07-07 04:22:35+00:00,1,1,5,0,pos
7351,1544899128995504130,ⓧ dante 🏳️‍🌈,encerrei o ifood h mais cedo acabou as batatas,2022-07-07 04:20:29+00:00,0,2,3,0,pos
7352,1544899097152348160,Robson Brilhante,@kiilthisboy depois peço teu endereço pro ifood,2022-07-07 04:20:22+00:00,0,0,0,0,pos
7353,1544898846504935429,GabiP3rsona 🇧🇷🏳️‍🌈,visibilidade você precisa ser visto por muito mais pessoas no ifood isso pode triplicar suas vendas sugestões ofereça taxa grátis até km; coloque o tempo de entrega de min nessa área e cumpra o ifood dá min tolerância palavras chave no cardápio 👉,2022-07-07 04:19:22+00:00,0,0,0,0,neg
7354,1544898466459140098,andrey,rt @ingridmatiasadv curiosidades sobre o registro de marca me conta você sabia?😁 vamos registrar sua marca? chegou a hora mel…,2022-07-07 04:17:51+00:00,1,0,0,0,pos
7355,1544898356064968707,thaleco,começou o “será que peço ifood?”,2022-07-07 04:17:25+00:00,0,3,0,1,pos
7356,1544898098073423874,luisa salles,@ola_batman @maalu_crf kkkkkkkkkkkkkkk lembrei de um dia que vc pediu doce no ifood,2022-07-07 04:16:24+00:00,0,0,0,0,pos
7357,1544897324593430528,marwuinhos gameploay,fui pedi o lanche do paulo no ifood e esqueci de avisar que tava no nome da mariana ai ele foi buscar o lanche e o entregador perguntou pra quem era ai ele; luisa ou paulo ai o moço ta no nome de mariana nao vou te entregar nao kkkkkkkkk paulo fico puto,2022-07-07 04:13:19+00:00,0,0,1,1,neg
7358,1544897246369652737,Lorde,"@torinot adicional de cream cheese é fortíssimo mas sem chance de pedir no ifood msm aqui ""perto"" tem um mas é um andado",2022-07-07 04:13:00+00:00,0,0,0,0,neg
7359,1544897034934788098,"Ivan ""Torino"" Almeida",📍algumas informações importantes sobre o ifood milhões de pedidos mês do mercado de delivery por app mil deliveries vendendo; de ticket médio; 👉 pedidos dia em média por delivery ou mês de vendas 📍 não vale a pena ser mais um no ifood!,2022-07-07 04:12:10+00:00,0,0,0,0,pos
7361,1544896934502187008,Uma coca e 2 pedras de gelo,@cramxfv esses dias eu queria exatamente isso com adicional de cream cheese mas o preço no ifood era abusivo,2022-07-07 04:11:46+00:00,0,1,0,0,pos
7362,1544896768814505984,Ingrid Matias,po mano que tristeza fui olhar o ifood e vi que gastei quase k em maio junho desinstalei gastei grana pra crlh com besteira vtf,2022-07-07 04:11:07+00:00,0,0,0,0,pos
7363,1544896636115116034,atlantis,magina os ifood da mulher q gastou mil no cartão,2022-07-07 04:10:35+00:00,0,0,0,0,pos
7364,1544896018923282432,TAIGUARINHA 🔩🔩,curiosidades sobre o registro de marca me conta você sabia?😁 vamos registrar sua marca? chegou a hora melhor não correr riscos ®️🚀 #registrodemarca #propriedadeintelectual #delivery #ifood #digitalinflueencer #pessoafisica #pessoajurídica #comercio #vendas https t co dgqyzshmee,2022-07-07 04:08:08+00:00,1,0,1,0,pos
7366,1544894594176933890,水,cheguei do jogo abri o ifood e pedi logo uma pizza 🍕 não é todo dia que se classifica com a no agregado né minha gente,2022-07-07 04:02:28+00:00,0,0,3,0,pos
7367,1544894465244119042,flp,@li_cerq uma vez pedi ifood o entregador passou da casa na próxima esquina um cara bateu nele pensando que se ele tivesse prestado atenção no número da casa não aconteceria o acidente,2022-07-07 04:01:57+00:00,0,0,2,0,pos
7368,1544894397321469952,Lucas (Mc❤️),como vender r mil mês ou mais no ifood ?! se você tem esse desejo mas não sabe como eu tenho uma boa notícia para você! vou lhe passar tudo o que você precisa aqui para atingir esse resultado de modo sustentável ou seja tendo lucro! vamos lá 👉,2022-07-07 04:01:41+00:00,0,0,0,0,neg
7369,1544893959289323520,gabriele com um L/ST SPOILER\,@yetz se foi no ifood as vezes o cara deu saída no pedido sem o pedido estar pronto e demorou muito a ser feito,2022-07-07 03:59:57+00:00,0,0,0,0,neg
7370,1544893515607556096,Marie Curie,só queria um gift card ifood,2022-07-07 03:58:11+00:00,0,0,0,0,pos
7371,1544893300800458753,influencer de nada,que vontade de comer uma maçã quase pedindo uma no ifood 😔 https t co rk gyknfy,2022-07-07 03:57:20+00:00,0,0,1,0,neg
7372,1544892908259745798,mart. viu o louis!!,evitando entrar no ifood pra fazer minha feira pq vai sair do meu bolso,2022-07-07 03:55:46+00:00,0,0,0,0,neg
7373,1544892878933135361,@JozuehLynhares (IG e Telegram),@samiabomfim não votem nessa sujeita ela se empolga com o ifood pago pelo contribuinte e está na iminência de um infarto,2022-07-07 03:55:39+00:00,0,0,0,0,neg
7374,1544892645004251141,Alê 🏳️‍🌈,@matels um amigo sempre fala de uma coxinha da padaria real eu acho só tem pelo ifood,2022-07-07 03:54:43+00:00,0,0,1,0,pos
7375,1544892418805440517,alua ketty~~,pedi um ifood e agr não sei como vou descer até a portaria sem que a minha mãe acorde,2022-07-07 03:53:50+00:00,0,0,0,1,neg
7376,1544892073635184640,felipe🩸,@brasildefato escravidão no br acabou no papel ela ainda se perpétua dentro da nossa sociedade mas vai muito além ela reverbera em todo planeta um exemplo prático ifood senhores feudais existem mascarados d bilionário e por aí vai no br são a elite e seus carrascos são a mídia hegemônica,2022-07-07 03:52:27+00:00,0,0,0,0,pos
7377,1544891686089887745,oika___,só porque renan mandou eu pedir algo no ifood não achei nada de bom 😫,2022-07-07 03:50:55+00:00,0,0,0,0,neg
7378,1544891511049015297,Jurídico Fausta🦑2022🚩,não adianta trabalhar direito tem sempre um espírito de porco p tirar a paz uma hr dessa o entregador do ifood fazendo a gente de idiota! pqp!!!!,2022-07-07 03:50:13+00:00,0,0,2,0,neg
7379,1544891341355851776,Sofi,@samiabomfim cruzes!!! o estado vai a falência de por mais quatro ano tivermos que bancar seu ifood não quero,2022-07-07 03:49:33+00:00,0,0,0,0,neg
7380,1544891217846145026,pedrenrique,o mano alguém manda um ifood pra minha casa vei mo fome da disgraça,2022-07-07 03:49:03+00:00,0,0,0,0,pos
7381,1544890933564653568,SentaDONA,eu era desses de mandar coisa fofa pelo ifood e outros mas n tem como viver um romance nesta economia e nem no seculo da putaria dá um mimo e leva um chutekkkkk https t co lcipvmibp,2022-07-07 03:47:55+00:00,0,0,0,0,pos
7382,1544890920306343937,el,nunca me segurei tanto pra pedir um bgl p comer não tem um japa no ifood,2022-07-07 03:47:52+00:00,0,0,0,0,pos
7383,1544890831626190849,ʚ ina ɞ,@letowscorpion miga pode ter sido alguém do prédio c o mesmo nome q o teu mas é mta coincidência kkkkk será q a @bjusmyligah tá usando teu ifood na casa da @diegouarte ?🤔🤔🤔🤔🤔🤔🤔🤔,2022-07-07 03:47:31+00:00,0,1,3,0,neg
7385,1544889424793706499,joaoKwK,até agora quase h depois não recebi meu pedido e tbm não to conseguindo cancelar como faz @ifood,2022-07-07 03:41:56+00:00,0,0,1,0,pos
7386,1544889301053440001,peu,pedi yaksoba pelo ifood pedido no restaurante atrasou moto do entregador furou o pneu na entrega teve q esperar concertar entregador errou o endereço… foi das até as essa tour! e o pior de tudo estava muito ruim! 😭 vou dormir…,2022-07-07 03:41:26+00:00,0,3,18,0,neg
7387,1544888410753716226,Dara 🥴,me tornei a pessoa que eu mais temia deixar de gastar com skins em jogos pra gastar com ifood,2022-07-07 03:37:54+00:00,0,2,2,0,pos
7388,1544887957697560576,mar tulio,@thinnysaturn cara incrivelmente algo que ja me impediu de ter compulsão foi ficar olhando o ifood adicionando e tirando coisa do carrinho até desistir da loucura e nao comprar nada sério,2022-07-07 03:36:06+00:00,0,0,1,0,neg
7389,1544887869197746179,𝕾𝖓𝖔𝖜𝖘,falei p sussu pedir q eu ia chegar cheia de fome e tenho q pedir no ifood q caralhoooo,2022-07-07 03:35:45+00:00,0,0,0,0,pos
7390,1544887422554603521,🚆caro🚩,@ifood para de atrapalhar meu jogo!!!,2022-07-07 03:33:58+00:00,0,0,0,0,pos
7391,1544887290207641600,Ravena,ctz q o ifood comeu meu pedido,2022-07-07 03:33:27+00:00,0,1,0,0,pos
7392,1544886530187067393,miss antipatia,clonaro meu cartão que tem reais de limite veikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk os cara tentou passar e n foi depois gastaram no ifood nem fudendo intankavel o bananil,2022-07-07 03:30:26+00:00,0,0,1,0,neg
7393,1544886448016465923,𝔰,@prluquinhas não tem loja aberta no ifood 😩😩,2022-07-07 03:30:06+00:00,0,0,1,0,pos
7394,1544886427317575682,Bê 🦊,@rob_passssarini como c pode odiar ifood tem fabio porchat lá e comida só o essencial pra sobrevivencia humana,2022-07-07 03:30:01+00:00,0,0,0,0,pos
7395,1544886272619053056,Dra Fausta Cassandra Peluso,vagabundo passa mal cmg na escala do ifood kkkkkk respeita minha história rapaz😝🚀,2022-07-07 03:29:24+00:00,0,0,0,0,pos
7396,1544886112690241538,͏͏ ͏ ͏ ͏ ͏ ͏ ͏𝐄𝗍𝗁𝖺𝗇.,🏷cupom rappi comeguriaprime quer entregas grátis e ilimitadas ?com o cupom comeguriaprime vocês ganham rappi prime basic por um mês! *pode cancelar antes de completar mês! #rappi #delivery #cupom #desconto #ifood #uber #janta #rockinrio https t co ool uemgqq yhg j,2022-07-07 03:28:46+00:00,0,0,0,0,pos
7397,1544886087994281985,sophia,pedi um ifood h e nunca chegou ta chovemdo p carai espero q o motoboy n tenha capotado e morrido,2022-07-07 03:28:40+00:00,0,0,0,0,pos
7398,1544884765861548033,˖ִ֗🐶˖,ganhei um infarto de graça por causa ifood boa noite,2022-07-07 03:23:25+00:00,0,0,0,0,neg
7399,1544884449657102336,Vitinho,eu só peço por papelzin nunca pedi ifood gnt https t co neoxaisrwh,2022-07-07 03:22:10+00:00,0,0,1,0,pos
7400,1544884236989112327,Cecela,@larasousa amiga kkkkkkkkkkkkkkkkkk impossível será que clonaram meu ifood?,2022-07-07 03:21:19+00:00,0,1,1,0,pos
7404,1544883180465000448,ApCel,daí em diante o ifood teve semana p treinar e jogo até a única goleada resultante de seus treinos e estilo aquela que o inter nos aplicou tranquilamente dorival é o ° técnico razoável pós jj srn,2022-07-07 03:17:07+00:00,0,0,0,0,pos
7405,1544883177633751040,Amandinha🏳️‍🌈⃤,#linhadepasse o início de trabalho do ifood gaúcho acabou após o péssimo ° jogo x defensa com o vexame jogadores convenceram renato a abdicar da marcação homem a homem até ter tempo de treinar a partir do ° jogo x defensa as goleadas só se devem à memória tática do time,2022-07-07 03:17:06+00:00,0,1,1,0,neg
7406,1544883160906964992,Ana Beatriz,quando eu mexia c ifood kkkkkkkk https t co gjggv vceq,2022-07-07 03:17:02+00:00,0,0,0,0,pos
7407,1544883132754690050,ari ☀︎ ):),eu com vontade de açaí e do nada o ifood aparece em casa eu amo esse cara😍,2022-07-07 03:16:56+00:00,0,3,3,0,pos
7409,1544882885810864129,Blogayra Lula da Silva,rt @mundomsoficial #motoelétrica do #ifood é lançada para #entregadores por r mil mms https t co kznx ua #maismms via @grupomu…,2022-07-07 03:15:57+00:00,2,0,0,0,pos
7410,1544882874599489536,júnior,hj pedimos ifood aqui em casa e a marmita está deliciosa 🤭,2022-07-07 03:15:54+00:00,0,0,0,0,pos
7411,1544882774800220161,Barranco Deeick,@neowinslet @larissafgh e hoje seria o dia em que eu iria pedir alguma coisa no ifood kkkkkkkk,2022-07-07 03:15:30+00:00,0,1,2,0,pos
7412,1544882529609588736,aninhaaa,última foto de espelho nesse elevador com o último ifood pedido nesse prédio https t co v ozqlmq,2022-07-07 03:14:32+00:00,0,1,9,0,neg
7413,1544882376328695808,Perséfone - Tarô e Quiromancia,tô com fome mano algm me paga um ifood😭😭,2022-07-07 03:13:55+00:00,0,0,2,0,pos
7415,1544882101065060352,Dan,eu e o @guiestevao pedindo comida no @ifood! https t co l tw oty y,2022-07-07 03:12:50+00:00,0,1,3,0,pos
7416,1544881418744078336,dinha #lula2022 ⭐️,@augustafreitass pois manda aí no ifood p mim,2022-07-07 03:10:07+00:00,0,0,0,0,pos
7417,1544880703132913664,Vitinho,não mandaram meu refri no pedido do @ifood e eles me reembolsaram em &gt; &lt; centavos huausuahsuahhshahshajjzhajjsajhajahsjahahhshahshshhzhshshshshsh 🤡,2022-07-07 03:07:16+00:00,0,0,1,0,pos
7418,1544880495913205764,Pedro Damasceno,update o motoboy do ifood finalmente me respondeu falando que a casa de @alegfmserra é área de risco e que os irmãos serra tentaram fazer uma casinha para assaltar ele,2022-07-07 03:06:27+00:00,0,1,1,0,neg
7419,1544880471049371649,giovanni😤,um ódio chamado “entrega não rastreável” no ifood,2022-07-07 03:06:21+00:00,0,1,4,0,neg
7420,1544879868436815872,𝙊𝙣𝙡𝙮 𝙉𝙚𝙜𝙧𝙖𝙨⁺¹⁸,@artzbxy @ataldaguande mas como vc demonstra sua fofura além de mandar ifood,2022-07-07 03:03:57+00:00,0,1,0,0,pos
7422,1544879072618102784,Fer,pior que eu mandei mensagem no chat do restaurante pelo app do ifood mesmo e eles nem sequer me responderam eu nem mexi nos hot roll com esperança de que eles fizessem algo porém até agora nada pelo visto vou ter que comer desse jeito que veio mesmo 💔💔,2022-07-07 03:00:48+00:00,0,0,0,0,neg
